s,s dot
0,14.099999999999966
0.01,14.399999999999965
0.02,14.599999999999964
0.03,14.799999999999963
0.04,14.899999999999963
0.05,15.099999999999962
0.060000000000000005,15.199999999999962
0.07,15.199999999999962
0.08,15.299999999999962
0.09,15.299999999999962
0.09999999999999999,15.299999999999962
0.10999999999999999,15.199999999999962
0.11999999999999998,15.199999999999962
0.12999999999999998,15.099999999999962
0.13999999999999999,15.099999999999962
0.15,14.999999999999963
0.16,14.899999999999963
0.17,14.799999999999963
0.18000000000000002,14.699999999999964
0.19000000000000003,14.599999999999964
0.20000000000000004,14.399999999999965
0.21000000000000005,14.299999999999965
0.22000000000000006,14.199999999999966
0.23000000000000007,14.099999999999966
0.24000000000000007,13.999999999999966
0.25000000000000006,13.899999999999967
0.26000000000000006,13.799999999999967
0.2700000000000001,13.699999999999967
0.2800000000000001,13.599999999999968
0.2900000000000001,13.599999999999968
0.3000000000000001,13.499999999999968
0.3100000000000001,13.499999999999968
0.3200000000000001,13.499999999999968
0.3300000000000001,13.499999999999968
0.34000000000000014,13.499999999999968
0.35000000000000014,13.599999999999968
0.36000000000000015,13.699999999999967
0.37000000000000016,13.899999999999967
0.38000000000000017,14.099999999999966
0.3900000000000002,14.299999999999965
0.4000000000000002,14.699999999999964
0.4100000000000002,15.099999999999962
0.4200000000000002,15.499999999999961
0.4300000000000002,16.09999999999996
0.4400000000000002,16.89999999999997
0.45000000000000023,17.69999999999998
0.46000000000000024,18.799999999999997
0.47000000000000025,19.900000000000013
0.48000000000000026,19.900000000000013
0.49000000000000027,19.900000000000013
0.5000000000000002,19.900000000000013
0.5100000000000002,19.900000000000013
0.5200000000000002,19.900000000000013
0.5300000000000002,19.900000000000013
0.5400000000000003,19.900000000000013
0.5500000000000003,19.900000000000013
0.5600000000000003,19.900000000000013
0.5700000000000003,19.900000000000013
0.5800000000000003,19.900000000000013
0.5900000000000003,19.900000000000013
0.6000000000000003,19.900000000000013
0.6100000000000003,19.900000000000013
0.6200000000000003,19.900000000000013
0.6300000000000003,19.900000000000013
0.6400000000000003,19.900000000000013
0.6500000000000004,19.900000000000013
0.6600000000000004,19.900000000000013
0.6700000000000004,19.900000000000013
0.6800000000000004,19.900000000000013
0.6900000000000004,19.900000000000013
0.7000000000000004,19.900000000000013
0.7100000000000004,19.900000000000013
0.7200000000000004,19.900000000000013
0.7300000000000004,19.900000000000013
0.7400000000000004,19.900000000000013
0.7500000000000004,19.900000000000013
0.7600000000000005,19.900000000000013
0.7700000000000005,19.900000000000013
0.7800000000000005,19.900000000000013
0.7900000000000005,19.900000000000013
0.8000000000000005,19.900000000000013
0.8100000000000005,19.900000000000013
0.8200000000000005,19.900000000000013
0.8300000000000005,19.900000000000013
0.8400000000000005,19.900000000000013
0.8500000000000005,19.900000000000013
0.8600000000000005,19.900000000000013
0.8700000000000006,19.900000000000013
0.8800000000000006,19.900000000000013
0.8900000000000006,19.900000000000013
0.9000000000000006,19.900000000000013
0.9100000000000006,19.900000000000013
0.9200000000000006,19.900000000000013
0.9300000000000006,19.900000000000013
0.9400000000000006,19.900000000000013
0.9500000000000006,19.900000000000013
0.9600000000000006,19.900000000000013
0.9700000000000006,19.900000000000013
0.9800000000000006,19.900000000000013
0.9900000000000007,19.900000000000013
